apellido,frec_pri,frec_seg
MAYER,5,11
MAYORA,5,0
MAZATZI,5,0
MELENA,5,0
MELERO,5,7
MELIN,5,5
MEMETLA,5,0
MENDINO,5,0
MENDIOZA,5,5
MERINOS,5,5
MEXQUITITLA,5,0
MINGUER,5,0
MIRA,5,9
MIRAFLORES,5,0
MIRO,5,0
MIXTEGA,5,12
MOHA,5,0
MONA,5,5
MONAY,5,0
MONGOY,5,9
MONTA%EZ,5,6
MONTAN,5,0
MONTAÃ¿O,5,5
MONTERROZA,5,0
MOTTU,5,0
MULHIA,5,0
MUMENTHEY,5,13
MUZA,5,0
MUÐIZ,5,5
NACIANCENO,5,6
NAKATURO,5,0
NATIVITAS,5,0
NAVAS,5,9
NAVEJAS,5,10
NAVIA,5,6
NEGREROS,5,5
NEGRIN,5,0
NEGROE,5,5
NEJAPA,5,0
NI%O,5,0
NORMAN,5,0
NOSTROZA,5,0
NU!O,5,0
NU?EZ,5,0
NUEVO,5,7
O,5,13
OBEZO,5,7
OBLEDO,5,0
OCAÑO,5,0
OCELOTL,5,0
OLAZO,5,10
OLEDO,5,5
OLIVERAS,5,0
OLIVETTO,5,0
ONTAMUCHA,5,0
ORDOÑES,5,0
ORIA,5,0
OROZA,5,0
ORPINEDA,5,10
OSCOS,5,8
OSEGUEDA,5,13
OYERVIDEZ,5,0
PACIO,5,0
PALAGOT,5,0
PALAU,5,0
PALMER,5,8
PANAMA,5,7
PANCHITO,5,5
PANG,5,0
PARIAS,5,0
PARIENTE,5,9
PARK,5,0
PARRAGUIRRE,5,0
PARRAS,5,13
PARROQUIN,5,15
PE!ABRONCE,5,0
PE!AFORT,5,13
PE%ALOZA,5,5
PEDRERA,5,0
PERAFAN,5,0
PEREZVARGAS,5,6
PERNAS,5,0
PERTIERRA,5,0
PI%ON,5,5
PIEDAD,5,0
PILON,5,0
PIN,5,0
PINTOS,5,0
PLACITO,5,0
PLATEROS,5,0
POISOT,5,0
PONTIFES,5,0
POPOMEYA,5,7
POUDA,5,0
PRADEL,5,0
PRATS,5,6
PRAXEDIS,5,6
PREZAS,5,7
PRINCE,5,5
PRISCO,5,15
PUERTAS,5,0
PURECO,5,11
PÉREZ,5,11
QUEH,5,6
QUEMADA,5,0
QUIANE,5,0
QUIZAMAN,5,5
RABASA,5,0
RAUL,5,15
RAZCON,5,6
REBOLLOZA,5,0
REINOSO,5,5
REMBAO,5,7
RETANO,5,0
RETES,5,6
REVELO,5,0
REYNOZO,5,0
RICA!O,5,5
RICAUD,5,0
RICHART,5,0
RICHARTE,5,5
RILEY,5,0
RINCONES,5,17
RIOFRIO,5,0
RITTER,5,0
ROARO,5,0
ROBALO,5,0
ROIG,5,0
ROMANI,5,0
RONDEROS,5,0
ROQUEÑI,5,0
ROSALEZ,5,0
ROSS,5,13
ROURA,5,0
ROUSSEAU,5,0
ROUZAUD,5,0
ROYACELI,5,0
RUA,5,0
RUANOVA,5,5
SAENS,5,0
SAIS,5,0
SALAIZA,5,5
SALAZ,5,0
SALVA,5,0
SAN ANTONIO,5,0
SANDY,5,6
SANGERMAN,5,0
SANLUCAR,5,8
SANTELLANES,5,0
SARGENTO,5,7
SARREON,5,0
SAU,5,0
SAYAVEDRA,5,0
SCHROEDER,5,0
SCHULZ,5,0
SELEM,5,0
SERVANDO,5,0
SESMAS,5,0
SIL,5,8
SIMEON,5,0
SINGH,5,0
SINTA,5,0
SOBAL,5,0
SOBAMPO,5,5
SOBERANEZ,5,0
SOLOGUREN,5,0
SPINOSO,5,5
STENNER,5,0
STRINGEL,5,0
SUARES,5,5
SUBDIAZ,5,0
SUCHIAPA,5,8
SUENOS,5,0
SUMARRAGA,5,0
SUZUKI,5,0
TABA,5,0
TABASCO,5,9
TAGUA,5,0
TAMARINDO,5,0
TAMES,5,0
TECANHUEHUE,5,0
TECORRAL,5,12
TEHUITZIL,5,0
TEJAMANIL,5,0
TELPALO,5,0
TENDILLA,5,0
TEOBA,5,0
TEPANCAL,5,0
TEPO,5,9
TEQUILIQUIHUA,5,6
TERUEL,5,0
TETLACUILO,5,8
TEUTLA,5,9
TEXCALPA,5,6
TIEMPO,5,0
TIJERIN,5,0
TINTOS,5,13
TIPACAMU,5,6
TITLA,5,0
TLACOTEMPA,5,0
TLAPALCOYOA,5,0
TLETLEPANTZI,5,0
TONOPOMEA,5,13
TOOX,5,0
TOQUIANTZI,5,0
TORALBA,5,5
TORCUATO,5,0
TORRANO,5,6
TORREALBA,5,0
TORRENTERA,5,7
TOSCUENTO,5,0
TOY,5,0
TRAIN,5,0
TRAPALA,5,0
TRENTI,5,0
TREVI%O,5,0
TREVILLA,5,5
TURCIO,5,0
TUXPEÑO,5,5
TUXTLA,5,0
TYLER,5,0
TZAKUN,5,0
TZOPITL,5,6
TZOYOHUA,5,5
ULUAC,5,6
URDIERA,5,0
URSULO,5,0
URTEAGA,5,0
URTIZ,5,10
VALDOVINO,5,11
VALENCIANA,5,19
VALORA,5,8
VALVERIO,5,10
VAN,5,0
VAQUERIZO,5,0
VAQUIER,5,8
VAZQUEZ DEL MERCADO,5,0
VECINO,5,8
VELAZQUILLO,5,0
VENDRELL,5,0
VENEROSO,5,7
VERDAD,5,0
VERDAYES,5,0
VERGIL,5,0
VERNET,5,6
VICHIQUE,5,0
VICTORES,5,0
VIELMAS,5,8
VIGARAY,5,0
VIGGIANO,5,0
VIGUERIAS,5,0
VILCHIZ,5,11
VILLAFA%A,5,7
VILLAJUANA,5,0
VILLAL,5,12
VILLALOVOS,5,0
VILLANA,5,0
VILLARAUZ,5,0
VILLAREJO,5,7
VILLARES,5,0
VILLAVELAZQUEZ,5,0
VILLEZCAS,5,7
VIRUETE,5,0
VIXTHA,5,0
VIZAR,5,0
VIZARRAGA,5,0
VIZGUERRA,5,11
VÁZQUEZ,5,0
WARIO,5,7
WITZ,5,6
WRIGHT,5,0
XANCAL,5,7
XINGU,5,0
XOCHIPILTECATL,5,0
XOYATLA,5,0
XULUC,5,10
YAHUITL,5,0
YE,5,6
ZACAMECAHUA,5,0
ZAFIRO,5,0
ZAMANIEGO,5,5
ZAPO,5,7
ZARUR,5,0
ZAVALIJA,5,0
ZETA,5,7
ZETERA,5,0
ZIGA,5,11
ZITLALPOPOCATL,5,0
ZITLE,5,0
ZOLUETA,5,9
ZUAREZ,5,0
ZUAZUA,5,8
ZUMARRAGA,5,6
ZUZUARREGUI,5,0
A,0,10
ABAZAN,0,5
ACALCO,0,9
ACHO,0,7
ACOLT,0,7
AGGI,0,10
AGONIZANTE,0,5
AGUILLARES,0,5
AHUACATITAN,0,7
AJUECH,0,10
ALABAZARES,0,6
ALACIO,0,5
ALAMINA,0,7
ALAMIRRA,0,5
ALAVES,0,5
ALAYOLA,0,11
ALBA!EZ,0,5
ALBARES,0,5
ALBAREZ,0,6
ALBAÑEZ,0,7
ALCAUTER,0,11
ALCEDA,0,8
ALCONEDO,0,5
ALCORCHA,0,6
ALDAS,0,5
ALDAZABA,0,5
ALEJANDREZ,0,14
ALEXANDRE,0,6
ALFONSECA,0,8
ALGARIN,0,6
ALGREDO,0,10
ALICIA,0,5
ALILIO,0,7
ALMERAZ,0,6
ALTA,0,7
ALVIS,0,5
AMASTAL,0,7
ANDAVERDE,0,7
ANDERSON,0,7
ANDONAEGUI,0,16
ANDREA,0,6
ANDRIANO,0,5
ANGELICA,0,5
ANIDES,0,5
ANTOLINO,0,7
ANTONIA,0,55
ANTONINO,0,6
ANTUNES,0,6
ANZAR,0,8
ARAGONEZ,0,5
ARAMBURU,0,5
ARANZUBIA,0,8
ARBEZ,0,5
ARBONA,0,6
AREBALO,0,5
ARECHAR,0,6
ARGUMANIZ,0,7
ARIPEZ,0,5
ARIZOCA,0,5
ARLANDIZ,0,5
ARMENDARIS,0,5
ARONTES,0,6
ARPAIZ,0,7
ARRILLAGA,0,5
ARRUEL,0,7
ARTALEJO,0,6
ARTELLANO,0,6
ARTEZAN,0,6
ARTIAGA,0,6
ARZABALA,0,6
ASCENSION,0,6
ATECPANECATL,0,5
ATTA,0,5
AUROZA,0,5
AUSENCIO,0,7
AUYON,0,6
AUZ,0,5
AVELEYRA,0,6
AVI!A,0,7
AVIANEDA,0,6
AYANEGUI,0,5
AYOHUA,0,5
AZNAR,0,8
AZUELA,0,14
BA#UELOS,0,14
BA%OS,0,6
BACIO,0,6
BADACHI,0,5
BALADO,0,7
BALDIVIA,0,11
BALDOMERO,0,5
BALIÑO,0,10
BALLI,0,7
BALLIN,0,6
BALLONA,0,6
BALVAS,0,6
BALVERDE,0,5
BALZAMAR,0,8
BAMACA,0,12
BANDILLA,0,5
BANDO,0,7
BARCEINAS,0,6
BAREA,0,5
BARILLAS,0,8
BARRANCA,0,9
BASABE,0,9
BASS,0,6
BASSOCO,0,5
BAUMAN,0,7
BAYPOLI,0,8
BAÑUELAS,0,5
BELIN,0,6
BELLOSO,0,6
BENDITO,0,5
BENOSO,0,7
BERECOCHEA,0,5
BERTADILLO,0,5
BERTHA,0,7
BERTRUY,0,9
BESARES,0,6
BETANCE,0,5
BETANCOURTH,0,5
BETANCURT,0,6
BETO,0,5
BEULO,0,5
BISTRAIN,0,10
BIVIAN,0,5
BIVIANO,0,9
BIZARRON,0,6
BOA,0,5
BOLA#OS,0,7
BOLAÐOS,0,7
BOMAYE,0,7
BONILLAS,0,6
BORBONIO,0,10
BORROMEO,0,11
BOVIO,0,7
BOYSO,0,6
BRANDI,0,5
BRIBIESCAS,0,6
BRICE!O,0,12
BRISE!O,0,6
BRONDO,0,8
BUJANDA,0,11
BURELA,0,6
BUSH,0,7
BUSTILLO,0,6
CA%EDO,0,6
CACAHUATITLA,0,5
CAGAL,0,7
CAHERO,0,6
CAJICA,0,6
CAJIGA,0,5
CAJIGAL,0,5
CALERA,0,6
CALLADO,0,6
CALYECATL,0,5
CAMEJO,0,7
CAMELA,0,5
CAMEY,0,6
CAMIRO,0,5
CANSIGNO,0,6
CAPITO,0,10
CAPRISTO,0,6
CAPULA,0,11
CARBENTE,0,5
CARBONELL,0,11
CARDE#A,0,5
CARDELAS,0,12
CARDENAZ,0,8
CARPENA,0,7
CARRETA,0,5
CARRISOSA,0,6
CARTUJANO,0,10
CASARREAL,0,8
CASASANERO,0,6
CASBIS,0,5
CASELIS,0,5
CASQUERA,0,7
CASTA#ON,0,9
CASTAÑARES,0,5
CASTELANO,0,5
CASTELLO,0,5
CASTUERA,0,5
CATALINA,0,10
CATETE,0,6
CAUDANA,0,8
CAVERO,0,6
CAYEROS,0,5
CAZALEZ,0,9
CECILIA,0,9
CEDE%O,0,11
CELIZ,0,6
CENTELLA,0,12
CERPA,0,9
CERRITEÑO,0,5
CERVANTEZ,0,8
CERVIN,0,5
CESARIO,0,5
CEVERINO,0,5
CHALINI,0,5
CHALMA,0,5
CHAMETLA,0,8
CHANON,0,12
CHAPOY,0,5
CHAPUZ,0,6
CHARNICHART,0,15
CHATU,0,6
CHAVANA,0,5
CHAVARRIAS,0,7
CHAVARRIETA,0,6
CHAVELA,0,9
CHAVES,0,8
CHEGUE,0,5
CHERREZ,0,5
CHICHO,0,9
CHICMUL,0,5
CHIMALHUA,0,9
CHIMIL,0,9
CHIPOL,0,8
CHIQUINI,0,6
CHIW,0,5
CHOMBO,0,9
CHONGO,0,6
CHUIL,0,5
CHUN,0,8
CIGARRERO,0,7
CINTURA,0,8
CITLAHUA,0,7
CLAUDIA,0,14
CLAVERIA,0,8
COCHRAN,0,6
COL,0,8
COLESIO,0,5
COLOME,0,9
COLUMNA,0,5
COMBERA,0,5
COMPIAN,0,6
COPTO,0,6
CORBALA,0,8
COREÑO,0,5
COROY,0,7
CORREU,0,7
CORROY,0,6
CORTAZA,0,12
CORZAS,0,8
COSAIN,0,5
COSTEÑO,0,6
COTARELO,0,5
COX,0,7
COY,0,7
COYOLI,0,5
COZAR,0,5
CRISTALINAS,0,5
CRISTINA,0,8
CRIVELLI,0,5
CUAHQUENTZI,0,9
CUALI,0,7
CUAMANI,0,6
CUAXILO,0,5
CUAXILOA,0,7
CUAYAHUITL,0,9
CUBILLOS,0,5
CUICAHUA,0,7
CUIN,0,5
CUNNINGHAM,0,7
CURTIDOR,0,10
DAHER,0,6
DAJUI,0,7
DALMAN,0,5
DANTES,0,5
DE ARCOS,0,6
DE BENITO,0,7
DE ELIGIO,0,5
DE LA CALLEJA,0,13
DE LA PEÃ¿A,0,6
DE LA PIEDRA,0,8
DE LA VARA,0,6
DECANINI,0,6
DECARO,0,5
DECEANO,0,5
DEFERIA,0,7
DEHONOR,0,5
DEL FIERRO,0,6
DEL HIERRO,0,7
DEL LLANO,0,5
DEL PARDO,0,7
DEL SOLAR,0,10
DEMHA,0,6
DEPRAECT,0,6
DERAT,0,8
DESIRENA,0,6
DIANA,0,5
DICHI,0,5
DINA,0,5
DIYARZA,0,5
DONACIANO,0,10
DONGU,0,5
DOUMERC,0,5
DOÑEZ,0,5
DUBLAN,0,8
DUEÑES,0,5
DYCK,0,6
ECHAURI,0,8
EDEZA,0,8
EGREMI,0,9
EGREMY,0,8
EGUIARTE,0,5
EIZAGUIRRE,0,5
ELENA,0,9
ELICERIO,0,9
ELISERIO,0,6
ELORRIAGA,0,7
ENGUMETA,0,5
ENRRIQUEZ,0,14
EPIGMENIO,0,5
ERIKA,0,11
ESCARE%O,0,6
ESCARZAGA,0,6
ESCATEL,0,14
ESCAYOLA,0,9
ESCOFFIE,0,6
ESCOGIDO,0,9
ESCUEN,0,9
ESIQUIO,0,5
ESQUILIANO,0,5
ESTEBES,0,8
ESTOLANO,0,5
EUMAÑA,0,5
EXCELENTE,0,5
EZQUEDA,0,5
FAMANIA,0,6
FANG,0,6
FARCIERT,0,12
FASCI,0,5
FAVIEL,0,8
FDEZ,0,9
FENTANEZ,0,7
FERRIZ,0,5
FERTO,0,5
FIGUEIRAS,0,10
FIJAR,0,8
FITTA,0,5
FLOR,0,6
FLORIDO,0,8
FOCIL,0,8
FORNES,0,5
FORTANEL,0,5
FOX,0,6
FRADE,0,6
FRANCISCA,0,28
FRESCAS,0,5
FUNEZ,0,10
FÉLIX,0,5
G,0,17
GALLOSO,0,9
GALUE,0,5
GAMON,0,9
GANTES,0,5
GARVALENA,0,6
GASSOS,0,5
GASTELU,0,8
GAVARAIN,0,5
GAVIÑO,0,5
GAYOSO,0,5
GEMINIANO,0,14
GENICO,0,5
GENOVES,0,5
GERTRUDIS,0,11
GILDO,0,10
GOCHI,0,5
GODOS,0,9
GOICOCHEA,0,9
GOLIB,0,8
GOLLAZ,0,5
GOLLOLARTE,0,5
GORDIAN,0,17
GORDOA,0,5
GORRA,0,6
GORZO,0,5
GRAJALEZ,0,7
GRANADO,0,12
GRAPAIN,0,8
GREY,0,7
GUANAJUATO,0,5
GUDI!O,0,11
GUENDOLAY,0,6
GUENDULAY,0,8
GUEREQUE,0,8
GUICHARD,0,5
GUIMBARDA,0,9
GUISA,0,5
GUSTAVO,0,6
GÓMEZ,0,8
H,0,8
HADAD,0,9
HARRISON,0,6
HAW,0,7
HEBREO,0,5
HECTOR,0,12
HERBERTH,0,7
HERCILA,0,8
HERRRERA,0,6
HIDEROA,0,5
HINOJO,0,5
HONESTO,0,5
HUAZO,0,5
HUET,0,6
HUICOZA,0,8
HUIPIO,0,5
IBAL,0,6
ICAZA,0,5
INCHAURREGUI,0,9
INDILI,0,10
INGLES,0,8
INGUANZO,0,7
INOCENCIO,0,7
IRAZABA,0,8
IRIS,0,7
IRMA,0,13
IROLA,0,5
ISAGUIRRE,0,5
ISMAEL,0,6
ITEHUA,0,11
ITURRIA,0,5
IVAL,0,9
IXBA,0,13
IXTLAHUACA,0,5
IXTLAPALE,0,11
IZETA,0,10
IÑIGO,0,8
JABALERA,0,5
JARVIO,0,12
JASO,0,6
JIRON,0,5
JUANA,0,38
JUANICO,0,5
JUARICO,0,5
JUPA,0,5
KARR,0,10
KIN,0,5
KUC,0,6
KURY,0,5
LACROIX,0,5
LAGARDE,0,12
LAJAS,0,8
LALO,0,8
LANCON,0,5
LANDAVAZO,0,5
LANDAZURI,0,13
LANZAGORTA,0,11
LARRAURI,0,7
LARRAZOLO,0,5
LARRONDO,0,6
LASCANO,0,5
LASCARES,0,7
LASCAREZ,0,5
LASCURAIN,0,7
LASTIRE,0,6
LAURA,0,20
LAVAT,0,6
LAVEAGA,0,10
LAYNES,0,15
LAZCARES,0,5
LEDO,0,11
LEEDER,0,5
LEEP,0,5
LEMUZ,0,9
LERDO,0,7
LERIN,0,7
LESCAS,0,9
LEYNES,0,5
LINA,0,5
LIQUIDANO,0,8
LIZALDE,0,5
LIZARAN,0,6
LIZARDO,0,12
LIZOLA,0,9
LLANITO,0,5
LOBERA,0,7
LOCATZIN,0,7
LOMBARD,0,13
LOMBERA,0,6
LOMES,0,5
LONGAREZ,0,5
LONGINO,0,9
LOOGEB,0,5
LOVATO,0,5
LOZOLLA,0,5
LUBIANO,0,6
LUCRECIO,0,5
LUGAY,0,5
LUISA,0,13
LUSTRE,0,6
M,0,21
MA.,0,11
MACEGOZA,0,6
MACHUCHO,0,7
MADORA,0,9
MAGARIÏ¿½O,0,12
MAGDALENA,0,54
MAGUEYAL,0,9
MAITRET,0,10
MAJALCA,0,5
MANCIO,0,7
MANILA,0,5
MANNING,0,5
MANRRIQUEZ,0,9
MANTECON,0,6
MAPEL,0,9
MARCELINA,0,6
MARCO,0,8
MARGARITA,0,17
MARIAS,0,13
MARINERO,0,9
MARINI,0,6
MARIO,0,5
MARIONI,0,7
MARIZCAL,0,5
MARMOL,0,8
MARTIGNON,0,6
MARTINA,0,6
MARVAN,0,5
MASIAS,0,7
MATLALCUATZI,0,11
MATTA,0,7
MAXINEZ,0,5
MAYCOTTE,0,5
MAZORAQUI,0,9
MAZUCA,0,6
MAZUM,0,11
MEILLON,0,5
MELENDES,0,5
MENCIA,0,5
MENDARTE,0,8
MENDES,0,8
MENDIA,0,6
MENERA,0,7
MENINDEZ,0,8
MERAZA,0,9
MERLA,0,8
METELIN,0,5
MIAN,0,14
MICHICOL,0,5
MICHIMANI,0,5
MIGONI,0,5
MIJAREZ,0,6
MIL,0,5
MILLARES,0,9
MINIGO,0,7
MITRA,0,7
MOHENO,0,6
MONARES,0,8
MONICA,0,11
MONTANE,0,10
MONTEMIRA,0,5
MONTERD,0,5
MONTEROLA,0,5
MONTEROS,0,6
MOORE,0,6
MORANDO,0,6
MOREIDA,0,6
MORELLANO,0,8
MOYANO,0,7
MUMULMEA,0,5
MUNGARAY,0,7
MURAIRA,0,12
MURATALLA,0,7
MURIEDAS,0,5
MUÏ¿½IZ,0,10
MUÑETON,0,5
N/A,0,13
NACAR,0,5
NADAL,0,6
NAHON,0,7
NAHUATT,0,5
NAMORADO,0,6
NANDIN,0,8
NANDO,0,8
NANEZ,0,11
NANGULARI,0,5
NARANJOS,0,7
NARVAES,0,6
NAÏ¿½EZ,0,9
NEAVE,0,10
NEMER,0,7
NEMESIO,0,5
NEPAMUCENO,0,9
NERIS,0,5
NEVEROS,0,7
NEVILLE,0,6
NICOLI,0,9
NIEMBRO,0,5
NITO,0,6
NOGAL,0,12
NOGUEROLA,0,12
NOPINJAMA,0,6
NORMA,0,20
NOVALES,0,5
NUBE,0,8
OCA!A,0,9
OGAZON,0,6
OLANO,0,7
OLASCUAGA,0,8
OLAY,0,5
OLIDEN,0,5
OLOARTE,0,9
ONGAY,0,6
ORAN,0,7
ORANDAY,0,7
ORDU%EZ,0,5
ORILLO,0,6
OROSIO,0,5
ORRICO,0,5
ORROSTIETA,0,9
OSCAR,0,6
OSTI,0,6
OTHON,0,12
OXIMEA,0,7
OZAETA,0,7
PABLOS,0,7
PALANCARES,0,5
PALEMONTE,0,6
PANI,0,5
PAPALOTZI,0,5
PAPAQUI,0,6
PAQUINI,0,8
PARREÑO,0,5
PASQUEL,0,6
PASTRANO,0,7
PATRICIA,0,9
PAVIAN,0,6
PE!UELA,0,7
PEDREGUERA,0,6
PEIMBERT,0,5
PEIRO,0,9
PENAFORT,0,6
PENILLA,0,10
PEON,0,11
PERETE,0,10
PEREZCHICA,0,5
PERLA,0,6
PERRONI,0,5
PERULERO,0,6
PETRONA,0,7
PETRONILO,0,7
PEVIA,0,5
PEÃ¿ALOZA,0,5
PI!UELAS,0,5
PICASO,0,6
PILIADO,0,8
PINILLO,0,5
PINOS,0,8
PITOL,0,6
PIVARAL,0,6
PIÑERA,0,7
POCTZIN,0,9
PODESTA,0,6
POLENDO,0,6
POLICARPIO,0,6
POLVADERA,0,7
POPO,0,9
POTRERO,0,10
POUCHOULEN,0,7
POZADAS,0,8
PRESENDA,0,5
PROMOTOR,0,6
PUAC,0,11
PULE,0,6
PUNZO,0,5
QUECHULPA,0,11
QUINTA,0,6
QUIROA,0,5
QUISTIANO,0,11
QUITL,0,6
RAMEÑO,0,5
RAUDA,0,6
RAVELERO,0,5
REALZOLA,0,6
REBELES,0,10
RECALACHE,0,5
RECOBA,0,7
REGIL,0,6
REGINA,0,5
REGUEIRA,0,5
REMEDIOS,0,5
REMES,0,7
RENEDO,0,5
RENERO,0,6
RETAMOZA,0,7
RETIZ,0,9
RETOLAZA,0,13
REVUELTAS,0,5
REYMUNDO,0,5
REYNALDO,0,11
REYNOZA,0,5
RIANO,0,7
RIBOTA,0,7
RICARIO,0,6
RICHAUD,0,6
RITA,0,13
RIVEROL,0,10
RIZOS,0,6
ROBELO,0,16
ROCAFUERTE,0,5
ROCIO,0,7
ROIZ,0,5
ROSAGEL,0,5
ROSAL,0,6
RUESGA,0,11
SABANILLA,0,7
SADA,0,9
SAEB,0,6
SAINEZ,0,6
SALADINO,0,7
SALAUZ,0,5
SALLAS,0,5
SALTILLO,0,6
SALVAT,0,6
SAMPALLO,0,8
SAN ELIAS,0,7
SANAGUSTIN,0,8
SANDOBAL,0,11
SANDRE,0,6
SANGEADO,0,6
SANJURJO,0,6
SANMARTIN,0,8
SANPEDRO,0,5
SANTAOLAYA,0,5
SANTARROSA,0,9
SANTIBAÐEZ,0,5
SANTILLANEZ,0,5
SANTO,0,7
SANUDO,0,6
SARA,0,6
SARANDINGUA,0,6
SARDINA,0,5
SARINANA,0,6
SARMIENTOS,0,16
SARRICOLEA,0,6
SATURNINO,0,6
SATURNO,0,20
SAVALA,0,5
SAVEDRA,0,5
SAYAS,0,11
SCHMIDT,0,5
SEDE!O,0,6
SERGIO,0,15
SEYNOS,0,6
SIANUQUI,0,5
SIARI,0,7
SIAÑEZ,0,5
SIERRAS,0,5
SIRENO,0,5
SISNEROS,0,5
SNOWBALL,0,5
SOCORRO,0,8
SOLDEVILLA,0,9
SORROZA,0,12
SOTRES,0,8
SOUTO,0,5
SOZA,0,7
STEPHENS,0,5
SU!ER,0,6
SUCHILT,0,7
SUENAGA,0,7
SUET,0,5
TAIZAN,0,8
TAJIA,0,5
TALIN,0,5
TAVERNIER,0,7
TECUA,0,5
TEJERA,0,5
TELLECHEA,0,9
TEMAZATZI,0,7
TEMBLADOR,0,6
TEMIX,0,11
TENTLE,0,6
TEOYOTL,0,13
TEP,0,10
TEPETITLA,0,5
TEPETLAPA,0,5
TEPEYAC,0,8
TEPIXTLE,0,6
TEQUIHUACTLE,0,7
TEROVA,0,6
TESILLO,0,12
TETLA,0,5
TETUMO,0,6
TEVERA,0,5
TEVILLO,0,6
TEXON,0,8
TEXTLE,0,6
THOME,0,6
TINTORI,0,5
TIQUE,0,7
TIRZO,0,18
TIVO,0,5
TIZAPAN,0,6
TIZATL,0,7
TIZOC,0,6
TLACUAHUAC,0,5
TLAHUEL,0,10
TLALPA,0,9
TLATILPA,0,5
TLAXCALTECATL,0,5
TLAZALO,0,8
TOGA,0,9
TOLAMATL,0,5
TORNEL,0,10
TORREALVA,0,5
TORREJON,0,7
TRAPAGA,0,5
TRIAY,0,7
TRINCHAN,0,6
TRUCIOS,0,6
TUGORES,0,6
TUYIN,0,5
UBARIO,0,12
UBIETA,0,12
UBILLA,0,9
UHU,0,6
ULBARAN,0,5
UMEGIDO,0,7
UN,0,11
URCINO,0,7
URE!A,0,6
URGEL,0,5
URIA,0,5
URRIETA,0,5
URTADO,0,10
URTUSUASTIGUI,0,5
UVARIO,0,5
VALDEMAR,0,8
VALDERAS,0,7
VALDOVINES,0,5
VALIER,0,5
VALLADAREZ,0,13
VALLEJAN,0,11
VALLEJON,0,5
VALLESTEROS,0,5
VALOR,0,15
VALSECA,0,7
VALTIERREZ,0,5
VARGAZ,0,6
VARON,0,5
VASQUES,0,10
VAZQUES,0,5
VEA,0,11
VELELA,0,8
VENAVIDES,0,7
VENTOLERO,0,7
VERASTICA,0,9
VERON,0,5
VERONICO,0,5
VERTTI,0,7
VICENS,0,6
VICENTENO,0,5
VICENTEÑO,0,8
VIDACA,0,5
VIDAURI,0,11
VIDERIQUE,0,6
VIDES,0,5
VIDRIALES,0,12
VIDRIOS,0,15
VIEZCA,0,7
VIGUERIA,0,5
VILCHEZ,0,11
VILLALANA,0,6
VILLARELLO,0,8
VINDIOLA,0,6
VIRGINIA,0,8
VIRUEGA,0,5
VISCAINO,0,5
VISCARRA,0,5
VISCENCIO,0,6
VISTA,0,7
VITERBO,0,7
VIURQUIZ,0,9
VIÑAS,0,5
WILCHIS,0,5
WITRAGO,0,6
WOOLFOLK,0,7
XALPA,0,8
XAMAN,0,9
XANTZIN,0,10
XICALE,0,5
XIMELLO,0,5
XOLOT,0,5
XOSPA,0,12
XX,0,8
Y,0,102
YABUR,0,7
YAXI,0,9
YAÑES,0,5
YEN,0,7
YEPES,0,6
YERENAS,0,5
YOC,0,5
YOLIMEA,0,6
YOSHINO,0,6
ZACAPANTZI,0,8
ZACATE,0,7
ZACATULA,0,5
ZAGADA,0,11
ZAMORES,0,8
ZANATTA,0,6
ZAPOT,0,9
ZAPUCHE,0,11
ZARZOSA,0,5
ZARZOZA,0,10
ZELOCUATECATL,0,7
ZENO,0,6
ZI,0,11
ZINK,0,7
ZOLOETA,0,8
ZOTO,0,5
ZUCCOLOTTO,0,5
ZUMARAN,0,9
ABASTA,0,6
ABEL,0,8
ADRIANA,0,6
AGUEDO,0,5
AGUSTIMIANO,0,6
AGUSTINA,0,13
ALAMAN,0,5
ALVIAR,0,6
AMABLE,0,5
ANGELA,0,10
ANGUS,0,5
ANLEHU,0,5
ANTUÑANO,0,5
ANZUA,0,8
ARBEU,0,6
ASBELL,0,5
AURELIA,0,6
B,0,6
BABB,0,6
BANECO,0,6
BENOIT,0,7
BEZIES,0,5
BISOSO,0,5
BOJORGE,0,5
BOTANA,0,5
BRUNETE,0,6
BULE,0,8
C,0,11
CACHU,0,8
CALOCH,0,8
CARPOFORO,0,5
CAT,0,8
CATARINA,0,55
CHANDOQUI,0,5
CLAVERIE,0,5
COLLOY,0,5
COOT,0,5
CORTINES,0,6
COSTENO,0,5
CRISANTE,0,6
CUARTO,0,10
CUTIÑO,0,5
DE GUEVARA,0,34
DE LOS MONTEROS,0,9
DE OCA,0,106
DE ROJAS,0,5
DEBLE,0,5
DEMA,0,6
DESACHY,0,5
DITTRICH,0,6
DOMINGA,0,5
DOUGLAS,0,8
DULCE,0,6
ECHAMEA,0,5
ELVIA,0,5
ELVIRO,0,9
ESCOPINICHI,0,9
ESPAIN,0,6
EUGENIA,0,6
EULLOQUI,0,5
EVODIO,0,8
FELICITOS,0,6
FILERIO,0,5
FLEITES,0,5
GALBRAITH,0,8
GALDEANO,0,5
GALDINO,0,7
GALO,0,8
GARCILITA,0,6
GERTRUDES,0,5
GODET,0,6
GORROSQUIETA,0,5
HERNNADEZ,0,7
HIGUELDO,0,6
HUAXIN,0,7
HUH,0,5
INGRAM,0,5
INSUNZA,0,6
ITURIO,0,6
J.,0,5
JANNUZZI,0,10
JOSEFA,0,16
JOSEFINA,0,6
JULIA,0,7
